id,yearbirth,age,categorical_age,education,maritalstatus,income,categorical_income,kidhome,teenhome,totalchild,dtcustomer,month_year_dtcustomer,recency,recency_category,mntwines,mntwines_category,mntfruits,mntfruits_category,mntmeatproducts,mntmeatproducts_category,mntfishproducts,mntfishproducts_category,mntsweetproducts,mntsweetproducts_category,mntgoldproducts,mntgoldproducts_category,mnttotal,mnttotal_category,numdealspurchases,numdealspurchases_category,numwebpurchases,numwebpurchases_category,numcatalogpurchases,numcatalogpurchases_category,numstorepurchases,numstorepurchases_category,numwebvisitsmonth,numwebvisitsmonth_category,totalpurchases_online,totalpurchases_offline,totalpurchases,totalpurchases_category,behaviour_score,behaviour_category,average_spending,acceptedcmp1,acceptedcmp1_category,acceptedcmp2,acceptedcmp2_category,acceptedcmp3,acceptedcmp3_category,acceptedcmp4,acceptedcmp4_category,acceptedcmp5,acceptedcmp5_category,complain,spending_waiver_online,spending_waiver_online_category,spending_waiver_offline,spending_waiver_offline_category,spending_waiver_total,spending_waiver_total_category,response,response_category,totalacceptedcmp
12538,1980,35,0-35,Graduation,Partner,44010.0,Low,1,0,1,2012-10-13,2012-10-01,46,3,186,151-500,36,16-50,234,51-250,86,81-150,72,61-100,48,31-80,662,3,6,5-10,10,7-15,2,0-2,6,4-8,9,9-15,12,12,24,4,343,Loyal Customer,27.583333333333332,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,1.3333333333333333,3,0.2608695652173913,4,34,Offline But Online Still Fine,0,Reject,0
13301,1989,26,0-35,Master,Partner,38683.0,Low,1,0,1,2012-10-04,2012-10-01,80,1,46,0-150,35,16-50,69,51-250,84,81-150,41,31-60,66,31-80,341,2,6,5-10,4,3-6,1,0-2,6,4-8,7,4-8,5,12,17,3,132,Hibernating,20.058823529411764,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.7142857142857143,2,0.15,3,23,Offline Recommended But Online Still Fine,0,Reject,0
12842,1978,37,36-55,PhD,Partner,72159.0,Highest,0,0,0,2012-10-29,2012-10-01,62,2,322,151-500,53,51-100,555,251-600,34,31-80,40,31-60,53,31-80,1057,4,1,0-1,4,3-6,6,3-6,10,9-15,2,0-3,10,11,21,4,244,At Risk,50.333333333333336,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,5.0,5,0.1774193548387097,3,53,Online But Offline Still Fine,0,Reject,0
12601,1969,46,36-55,Graduation,Single,23910.0,Lowest,1,0,1,2012-10-26,2012-10-01,80,1,16,0-150,12,0-15,18,0-50,7,0-30,1,0-30,13,0-30,67,1,1,0-1,2,0-2,0,0-2,3,0-3,7,4-8,2,4,6,2,121,Lost,11.166666666666666,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.2857142857142857,1,0.05,1,11,Not Care At All,0,Reject,0
12428,1973,42,36-55,Graduation,Single,60208.0,High,1,1,2,2012-10-07,2012-10-01,13,4,488,151-500,23,16-50,71,51-250,15,0-30,0,0-30,59,31-80,656,3,6,5-10,8,7-15,3,3-6,7,4-8,7,4-8,11,13,24,4,443,Loyal Customer,27.333333333333332,0,Reject,0,Reject,0,Reject,1,Accept,0,Accept more than once,0,1.5714285714285714,3,1.0,5,35,Offline But Online Still Fine,1,Accept more than once,2
13365,1952,63,56-90,Master,Single,28457.0,Lowest,0,0,0,2012-10-28,2012-10-01,96,1,24,0-150,1,0-15,108,51-250,29,0-30,29,0-30,14,0-30,205,2,1,0-1,4,3-6,1,0-2,4,4-8,8,4-8,5,5,10,2,122,Hibernating,20.5,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.625,2,0.052083333333333336,1,21,Not Care But Online Prefered,0,Reject,0
12556,1961,54,36-55,PhD,Partner,63342.0,High,0,1,1,2012-10-16,2012-10-01,48,3,918,501-1250,21,16-50,118,51-250,13,0-30,10,0-30,21,0-30,1101,4,3,2-4,8,7-15,3,3-6,5,4-8,6,4-8,11,8,19,4,344,Loyal Customer,57.94736842105263,0,Reject,0,Reject,0,Reject,1,Accept,0,Accept more than once,0,1.8333333333333333,4,0.16666666666666666,3,43,Online But Offline Still Fine,1,Accept more than once,2
12976,1987,28,0-35,PhD,Partner,51563.0,Low,0,0,0,2012-10-01,2012-10-01,60,2,1166,501-1250,0,0-15,48,0-50,0,0-30,0,0-30,36,31-80,1250,4,1,0-1,4,3-6,4,3-6,10,9-15,8,4-8,8,11,19,4,244,At Risk,65.78947368421052,0,Reject,0,Reject,0,Reject,1,Accept,1,Accept more than once,0,1.0,3,0.18333333333333332,3,33,Mid,0,Accept more than once,2
12327,1975,40,36-55,Graduation,Partner,35797.0,Low,0,1,1,2012-10-16,2012-10-01,16,4,27,0-150,1,0-15,14,0-50,4,0-30,1,0-30,21,0-30,68,1,2,2-4,2,0-2,0,0-2,3,0-3,8,4-8,2,5,7,2,421,Recent Customer,9.714285714285714,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.25,1,0.3125,4,14,Offline Only,0,Reject,0
12833,1973,42,36-55,PhD,Single,48432.0,Low,0,1,1,2012-10-18,2012-10-01,3,5,322,151-500,3,0-15,50,0-50,4,0-30,3,0-30,42,31-80,424,2,5,5-10,7,7-15,1,0-2,6,4-8,8,4-8,8,11,19,4,542,Potential Loyalist,22.31578947368421,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,1.0,3,3.6666666666666665,5,35,Offline But Online Still Fine,1,Accept,1
13957,1979,36,36-55,Graduation,Partner,30545.0,Lowest,1,0,1,2012-10-17,2012-10-01,71,2,4,0-150,12,0-15,15,0-50,19,0-30,7,0-30,12,0-30,69,1,2,2-4,2,0-2,0,0-2,3,0-3,7,4-8,2,5,7,2,221,About to Sleep,9.857142857142858,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.2857142857142857,1,0.07042253521126761,1,11,Not Care At All,0,Reject,0
13137,1968,47,36-55,Graduation,Partner,64590.0,High,0,0,0,2012-10-14,2012-10-01,98,1,920,501-1250,81,51-100,168,51-250,36,31-80,46,31-60,30,0-30,1281,4,1,0-1,9,7-15,4,3-6,10,9-15,6,4-8,13,11,24,4,144,Can't lose them,53.375,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,2.1666666666666665,4,0.11224489795918367,2,42,Online Recommended But Still Offline Sometime,0,Reject,0
13036,1949,66,56-90,Master,Partner,62845.0,High,1,1,2,2012-10-01,2012-10-01,3,5,1099,501-1250,0,0-15,45,0-50,0,0-30,0,0-30,34,31-80,1178,4,6,5-10,3,3-6,4,3-6,10,9-15,8,4-8,7,16,23,4,544,Loyal Customer,51.21739130434783,0,Reject,0,Reject,0,Reject,1,Accept,0,Accept more than once,0,0.875,3,5.333333333333333,5,35,Offline But Online Still Fine,1,Accept more than once,2
13631,1977,38,36-55,PhD,Partner,28973.0,Lowest,0,0,0,2012-10-13,2012-10-01,59,2,206,151-500,0,0-15,46,0-50,3,0-30,2,0-30,12,0-30,269,2,2,2-4,5,3-6,1,0-2,5,4-8,8,4-8,6,7,13,3,232,Customers Needing Attention,20.692307692307693,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.75,2,0.11864406779661017,2,22,Not Care Much,0,Reject,0
10264,1979,36,36-55,Graduation,Single,15287.0,Lowest,1,0,1,2012-10-10,2012-10-01,60,2,1,0-150,2,0-15,8,0-50,4,0-30,3,0-30,13,0-30,31,1,2,2-4,1,0-2,1,0-2,2,0-3,7,4-8,2,4,6,2,221,About to Sleep,5.166666666666667,0,Reject,0,Reject,1,Accept,0,Accept more than once,0,Accept more than once,0,0.2857142857142857,1,0.06666666666666667,1,11,Not Care At All,1,Accept more than once,2
12455,1971,44,36-55,Master,Partner,80573.0,Highest,0,0,0,2012-10-14,2012-10-01,85,1,829,501-1250,81,51-100,430,251-600,60,31-80,81,61-100,15,0-30,1496,5,1,0-1,4,3-6,6,3-6,13,9-15,2,0-3,10,14,24,4,145,Can't lose them,62.333333333333336,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,5.0,5,0.16470588235294117,3,53,Online But Offline Still Fine,0,Reject,0
13182,1981,34,0-35,Graduation,Partner,56386.0,High,1,1,2,2012-10-27,2012-10-01,51,2,230,151-500,48,16-50,214,51-250,13,0-30,32,31-60,75,31-80,612,3,6,5-10,9,7-15,1,0-2,7,4-8,9,9-15,10,13,23,4,243,At Risk,26.608695652173914,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,1.1111111111111112,3,0.2549019607843137,4,34,Offline But Online Still Fine,0,Reject,0
13978,1976,39,36-55,Graduation,Partner,59809.0,High,0,2,2,2012-10-18,2012-10-01,36,3,598,501-1250,16,16-50,141,51-250,32,31-80,41,31-60,49,31-80,877,3,3,2-4,3,3-6,3,3-6,6,4-8,8,4-8,6,9,15,3,333,Potential Loyalist,58.46666666666667,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.75,2,0.25,4,24,Offline Recommended But Online Still Fine,0,Reject,0
10837,1975,40,36-55,Graduation,Partner,23957.0,Lowest,1,0,1,2012-10-28,2012-10-01,47,3,2,0-150,1,0-15,18,0-50,20,0-30,11,0-30,16,0-30,68,1,1,0-1,2,0-2,0,0-2,3,0-3,6,4-8,2,4,6,2,321,Promising,11.333333333333334,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.3333333333333333,1,0.0851063829787234,2,12,Not Care But Offline Prefered,1,Accept,1
12006,1968,47,36-55,PhD,Partner,44377.0,Low,1,1,2,2012-10-05,2012-10-01,70,2,224,151-500,0,0-15,30,0-50,0,0-30,0,0-30,10,0-30,264,2,6,5-10,5,3-6,1,0-2,5,4-8,8,4-8,6,11,17,3,232,Customers Needing Attention,15.529411764705882,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.75,2,0.15714285714285714,3,23,Offline Recommended But Online Still Fine,0,Reject,0
13199,1976,39,36-55,Graduation,Partner,51369.0,Low,0,1,1,2012-10-25,2012-10-01,84,1,297,151-500,7,0-15,79,51-250,0,0-30,11,0-30,126,81-150,520,3,2,2-4,8,7-15,2,0-2,4,4-8,8,4-8,10,6,16,3,133,Hibernating,32.5,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,1.25,3,0.07142857142857142,1,31,Online Only,0,Reject,0
12467,1969,46,36-55,Master,Partner,65176.0,High,0,1,1,2012-10-29,2012-10-01,57,2,960,501-1250,28,16-50,183,51-250,120,81-150,70,61-100,70,31-80,1431,5,4,2-4,9,7-15,6,3-6,6,4-8,6,4-8,15,10,25,4,245,At Risk,57.24,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,2.5,4,0.17543859649122806,3,43,Online But Offline Still Fine,0,Reject,0
12261,1952,63,56-90,PhD,Single,46610.0,Low,0,2,2,2012-10-29,2012-10-01,8,5,96,0-150,12,0-15,96,51-250,33,31-80,22,0-30,43,31-80,302,2,6,5-10,4,3-6,1,0-2,6,4-8,6,4-8,5,12,17,3,532,Potential Loyalist,17.764705882352942,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.8333333333333334,3,1.5,5,35,Offline But Online Still Fine,1,Accept,1
13722,1970,45,36-55,Graduation,Partner,40548.0,Low,0,1,1,2012-10-10,2012-10-01,31,3,110,0-150,0,0-15,5,0-50,2,0-30,0,0-30,3,0-30,120,2,2,2-4,2,0-2,1,0-2,4,4-8,5,4-8,3,6,9,2,322,Customers Needing Attention,13.333333333333334,0,Reject,0,Reject,0,Reject,1,Accept,0,Accept more than once,0,0.6,2,0.1935483870967742,3,23,Offline Recommended But Online Still Fine,0,Accept more than once,1
12566,1984,31,0-35,PhD,Single,39684.0,Low,1,0,1,2012-10-12,2012-10-01,41,3,19,0-150,0,0-15,35,0-50,6,0-30,4,0-30,17,0-30,81,1,2,2-4,2,0-2,1,0-2,2,0-3,7,4-8,3,4,7,2,321,Promising,11.571428571428571,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,1,0.42857142857142855,2,0.0975609756097561,2,22,Not Care Much,1,Accept,1
13543,1992,23,0-35,Master,Single,92859.0,Highest,0,0,0,2012-10-19,2012-10-01,46,3,962,501-1250,61,51-100,555,251-600,52,31-80,61,61-100,20,0-30,1711,5,1,0-1,5,3-6,4,3-6,12,9-15,2,0-3,9,13,22,4,345,Loyal Customer,77.77272727272727,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,4.5,5,0.2826086956521739,4,54,Both Care,0,Reject,0
13105,1970,45,36-55,PhD,Partner,38097.0,Low,1,1,2,2012-10-15,2012-10-01,70,2,77,0-150,2,0-15,35,0-50,0,0-30,1,0-30,69,31-80,184,2,4,2-4,3,3-6,2,0-2,2,0-3,7,4-8,5,6,11,3,232,Customers Needing Attention,16.727272727272727,0,Reject,0,Reject,1,Accept,0,Accept more than once,0,Accept more than once,0,0.7142857142857143,2,0.08571428571428572,2,22,Not Care Much,1,Accept more than once,2
13505,1974,41,36-55,PhD,Single,30899.0,Lowest,1,0,1,2012-10-13,2012-10-01,35,3,24,0-150,0,0-15,8,0-50,0,0-30,0,0-30,1,0-30,33,1,2,2-4,1,0-2,0,0-2,3,0-3,6,4-8,1,5,6,2,321,Promising,5.5,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.16666666666666666,1,0.14285714285714285,3,13,Offline Only,0,Reject,0
12292,1976,39,36-55,Graduation,Single,75825.0,Highest,0,0,0,2012-10-12,2012-10-01,40,3,1032,501-1250,81,51-100,555,251-600,120,81-150,81,61-100,51,31-80,1920,5,0,0-1,5,3-6,8,7-12,9,9-15,4,4-8,13,9,22,4,345,Loyal Customer,87.27272727272727,0,Reject,0,Reject,1,Accept,0,Accept more than once,0,Accept more than once,0,3.25,4,0.225,4,44,Both Care,1,Accept more than once,2
12622,1961,54,36-55,PhD,Partner,63342.0,High,0,1,1,2012-10-16,2012-10-01,48,3,918,501-1250,21,16-50,118,51-250,13,0-30,10,0-30,21,0-30,1101,4,3,2-4,8,7-15,3,3-6,5,4-8,6,4-8,11,8,19,4,344,Loyal Customer,57.94736842105263,0,Reject,0,Reject,0,Reject,1,Accept,0,Accept more than once,0,1.8333333333333333,4,0.16666666666666666,3,43,Online But Offline Still Fine,0,Accept more than once,1
12854,1987,28,0-35,Graduation,Partner,17323.0,Lowest,0,0,0,2012-10-10,2012-10-01,38,3,3,0-150,14,0-15,17,0-50,6,0-30,1,0-30,5,0-30,46,1,1,0-1,1,0-2,0,0-2,3,0-3,8,4-8,1,4,5,1,311,Promising,9.2,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.125,1,0.10526315789473684,2,12,Not Care But Offline Prefered,0,Reject,0
13008,1964,51,36-55,Graduation,Single,45989.0,Low,0,1,1,2012-10-22,2012-10-01,97,1,138,0-150,33,16-50,87,51-250,28,0-30,24,0-30,12,0-30,322,2,4,2-4,3,3-6,2,0-2,7,4-8,3,0-3,5,11,16,3,132,Hibernating,20.125,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,1.6666666666666667,4,0.1134020618556701,2,42,Online Recommended But Still Offline Sometime,0,Reject,0
13977,1954,61,56-90,PhD,Partner,52869.0,High,1,1,2,2012-10-15,2012-10-01,40,3,84,0-150,3,0-15,61,51-250,2,0-30,1,0-30,21,0-30,172,2,3,2-4,3,3-6,1,0-2,4,4-8,7,4-8,4,7,11,3,332,Potential Loyalist,15.636363636363637,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.5714285714285714,2,0.175,3,23,Offline Recommended But Online Still Fine,1,Accept,1
12801,1965,50,36-55,Master,Single,60161.0,High,0,1,1,2012-10-23,2012-10-01,17,4,584,501-1250,44,16-50,212,51-250,46,31-80,8,0-30,126,81-150,1020,4,3,2-4,11,7-15,4,3-6,8,4-8,8,4-8,15,11,26,5,454,Champions,39.23076923076923,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,1.875,4,0.6470588235294118,5,45,Both Care,0,Reject,0
12508,1952,63,56-90,PhD,Partner,61010.0,High,0,1,1,2012-10-09,2012-10-01,57,2,888,501-1250,0,0-15,57,51-250,0,0-30,0,0-30,76,31-80,1021,4,2,2-4,8,7-15,5,3-6,11,9-15,5,4-8,13,13,26,5,254,At Risk,39.26923076923077,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,2.6,4,0.22807017543859648,4,44,Both Care,0,Reject,0
13548,1962,53,36-55,Master,Partner,47175.0,Low,1,1,2,2012-10-28,2012-10-01,81,1,167,151-500,2,0-15,44,0-50,6,0-30,2,0-30,19,0-30,240,2,6,5-10,4,3-6,2,0-2,4,4-8,8,4-8,6,10,16,3,132,Hibernating,15.0,0,Reject,0,Reject,1,Accept,0,Accept more than once,0,Accept more than once,0,0.75,2,0.12345679012345678,2,22,Not Care Much,1,Accept more than once,2
12782,1965,50,36-55,Master,Single,55250.0,High,0,1,1,2012-10-21,2012-10-01,49,3,664,501-1250,58,51-100,83,51-250,32,31-80,0,0-30,66,31-80,903,4,4,2-4,7,7-15,5,3-6,10,9-15,5,4-8,12,14,26,5,354,Loyal Customer,34.73076923076923,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,2.4,4,0.2857142857142857,4,44,Both Care,0,Reject,0
13165,1975,40,36-55,Basic,Partner,30801.0,Lowest,0,1,1,2012-10-26,2012-10-01,23,4,8,0-150,4,0-15,5,0-50,15,0-30,2,0-30,11,0-30,45,1,2,2-4,1,0-2,0,0-2,3,0-3,7,4-8,1,5,6,2,421,Recent Customer,7.5,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.14285714285714285,1,0.21739130434782608,4,14,Offline Only,0,Reject,0
13795,1995,20,0-35,Master,Single,80617.0,Highest,0,0,0,2012-10-12,2012-10-01,42,3,594,501-1250,51,51-100,555,251-600,72,31-80,55,31-60,32,31-80,1359,5,1,0-1,4,3-6,6,3-6,8,4-8,2,0-3,10,9,19,4,345,Loyal Customer,71.52631578947368,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,5.0,5,0.21428571428571427,4,54,Both Care,0,Reject,0
12368,1985,30,0-35,Master,Partner,40101.0,Low,1,0,1,2012-10-14,2012-10-01,73,2,171,151-500,3,0-15,129,51-250,26,0-30,24,0-30,62,31-80,415,2,4,2-4,6,3-6,1,0-2,6,4-8,7,4-8,7,10,17,3,232,Customers Needing Attention,24.41176470588235,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,1.0,3,0.136986301369863,3,33,Mid,0,Reject,0
12039,1980,35,0-35,Graduation,Partner,82497.0,Highest,0,0,0,2012-10-31,2012-10-01,32,3,777,501-1250,81,51-100,555,251-600,120,81-150,21,0-30,126,81-150,1680,5,1,0-1,2,0-2,7,7-12,9,9-15,4,4-8,9,10,19,4,345,Loyal Customer,88.42105263157895,0,Reject,0,Reject,0,Reject,0,Reject,1,Accept,0,2.25,4,0.3125,4,44,Both Care,0,Accept more than once,1
13660,1952,63,56-90,PhD,Partner,77610.0,Highest,0,1,1,2012-10-29,2012-10-01,70,2,1224,501-1250,33,16-50,332,251-600,21,0-30,33,31-60,16,0-30,1659,5,2,2-4,4,3-6,7,7-12,4,4-8,7,4-8,11,6,17,3,235,At Risk,97.58823529411765,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,1.5714285714285714,3,0.08571428571428572,2,32,Online Recommended But Still Offline Sometime,0,Reject,0
13434,1973,42,36-55,Graduation,Single,71128.0,Highest,1,0,1,2012-10-06,2012-10-01,80,1,958,501-1250,81,51-100,447,251-600,20,0-30,0,0-30,31,31-80,1537,5,3,2-4,2,0-2,10,7-12,12,9-15,7,4-8,12,15,27,5,155,Can't lose them,56.925925925925924,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,1.7142857142857142,4,0.1875,3,43,Online But Offline Still Fine,0,Reject,0
13106,1949,66,56-90,Master,Partner,62845.0,High,1,1,2,2012-10-01,2012-10-01,3,5,1099,501-1250,0,0-15,45,0-50,0,0-30,0,0-30,34,31-80,1178,4,6,5-10,3,3-6,4,3-6,10,9-15,8,4-8,7,16,23,4,544,Loyal Customer,51.21739130434783,0,Reject,0,Reject,0,Reject,1,Accept,0,Accept more than once,0,0.875,3,5.333333333333333,5,35,Offline But Online Still Fine,0,Accept more than once,1
13797,1963,52,36-55,Graduation,Partner,50437.0,Low,0,2,2,2012-10-17,2012-10-01,28,3,370,151-500,9,0-15,92,51-250,6,0-30,9,0-30,4,0-30,490,2,3,2-4,7,7-15,1,0-2,8,4-8,7,4-8,8,11,19,4,342,Potential Loyalist,25.789473684210527,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,1.1428571428571428,3,0.39285714285714285,5,35,Offline But Online Still Fine,0,Reject,0
13010,1989,26,0-35,Graduation,Partner,42387.0,Low,1,0,1,2012-10-29,2012-10-01,42,3,235,151-500,0,0-15,235,51-250,19,0-30,4,0-30,126,81-150,619,3,5,5-10,8,7-15,1,0-2,7,4-8,8,4-8,9,12,21,4,343,Loyal Customer,29.476190476190474,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,1.125,3,0.2857142857142857,4,34,Offline But Online Still Fine,0,Reject,0
12722,1985,30,0-35,Graduation,Single,70596.0,Highest,0,0,0,2012-10-05,2012-10-01,68,2,347,151-500,44,16-50,534,251-600,17,0-30,0,0-30,26,0-30,968,4,1,0-1,3,3-6,5,3-6,12,9-15,2,0-3,8,13,21,4,244,At Risk,46.095238095238095,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,4.0,5,0.19117647058823528,3,53,Online But Offline Still Fine,0,Reject,0
12138,1965,50,36-55,Master,Single,33168.0,Lowest,0,1,1,2012-10-13,2012-10-01,0,5,80,0-150,1,0-15,37,0-50,0,0-30,1,0-30,3,0-30,122,2,3,2-4,2,0-2,1,0-2,4,4-8,7,4-8,3,7,10,2,522,Potential Loyalist,12.2,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.42857142857142855,2,0.0,1,21,Not Care But Online Prefered,0,Reject,0
13620,1986,29,0-35,Basic,Partner,20425.0,Lowest,1,0,1,2012-10-29,2012-10-01,5,5,4,0-150,12,0-15,5,0-50,3,0-30,16,0-30,17,0-30,57,1,2,2-4,2,0-2,0,0-2,3,0-3,7,4-8,2,5,7,2,521,Recent Customer,8.142857142857142,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.2857142857142857,1,1.0,5,15,Offline Only,0,Reject,0
10448,1956,59,56-90,Graduation,Single,46998.0,Low,0,1,1,2012-10-22,2012-10-01,55,2,172,151-500,41,16-50,86,51-250,45,31-80,6,0-30,27,0-30,377,2,5,5-10,5,3-6,3,3-6,5,4-8,7,4-8,8,10,18,4,242,Customers Needing Attention,20.944444444444443,0,Reject,0,Reject,1,Accept,0,Accept more than once,0,Accept more than once,0,1.1428571428571428,3,0.18181818181818182,3,33,Mid,0,Accept more than once,1
13085,1966,49,36-55,Graduation,Partner,37758.0,Low,1,1,2,2012-10-04,2012-10-01,49,3,27,0-150,2,0-15,10,0-50,0,0-30,0,0-30,1,0-30,40,1,2,2-4,1,0-2,0,0-2,3,0-3,8,4-8,1,5,6,2,321,Promising,6.666666666666667,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.125,1,0.10204081632653061,2,12,Not Care But Offline Prefered,0,Reject,0
13325,1970,45,36-55,Graduation,Single,31880.0,Lowest,1,0,1,2012-10-31,2012-10-01,13,4,4,0-150,1,0-15,5,0-50,2,0-30,0,0-30,3,0-30,15,1,1,0-1,1,0-2,0,0-2,2,0-3,8,4-8,1,3,4,1,411,Promising,3.75,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.125,1,0.23076923076923078,4,14,Offline Only,0,Reject,0
13345,1988,27,0-35,Master,Single,23331.0,Lowest,1,0,1,2012-10-05,2012-10-01,97,1,104,0-150,20,16-50,101,51-250,24,0-30,15,0-30,5,0-30,269,2,6,5-10,5,3-6,1,0-2,5,4-8,9,9-15,6,11,17,3,132,Hibernating,15.823529411764707,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.6666666666666666,2,0.1134020618556701,2,22,Not Care Much,0,Reject,0
13814,1956,59,56-90,Graduation,Single,91249.0,Highest,0,0,0,2012-10-20,2012-10-01,84,1,1224,501-1250,27,16-50,119,51-250,71,31-80,81,61-100,27,0-30,1549,5,0,0-1,7,7-15,9,7-12,6,4-8,4,4-8,16,6,22,4,145,Can't lose them,70.4090909090909,1,Accept,1,Accept more than once,0,Accept more than once,1,Accept more than once,1,Accept more than once,0,4.0,5,0.07142857142857142,1,51,Online Only,1,Accept more than once,5
13839,1972,43,36-55,PhD,Partner,62010.0,High,0,1,1,2012-10-23,2012-10-01,93,1,371,151-500,22,16-50,39,0-50,6,0-30,0,0-30,92,81-150,530,3,4,2-4,6,3-6,2,0-2,7,4-8,5,4-8,8,11,19,4,143,Hibernating,27.894736842105264,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,1.6,4,0.11827956989247312,2,42,Online Recommended But Still Offline Sometime,0,Reject,0
13465,1960,55,36-55,PhD,Single,50611.0,Low,0,1,1,2012-10-04,2012-10-01,98,1,459,151-500,0,0-15,24,0-50,6,0-30,0,0-30,4,0-30,493,2,6,5-10,4,3-6,5,3-6,7,4-8,6,4-8,9,13,22,4,142,Hibernating,22.40909090909091,0,Reject,0,Reject,0,Reject,1,Accept,0,Accept more than once,0,1.5,3,0.1326530612244898,3,33,Mid,1,Accept more than once,2
13765,1970,45,36-55,Master,Partner,44511.0,Low,1,0,1,2012-10-12,2012-10-01,39,3,513,501-1250,7,0-15,133,51-250,46,31-80,14,0-30,14,0-30,727,3,6,5-10,8,7-15,4,3-6,8,4-8,8,4-8,12,14,26,5,353,Loyal Customer,27.96153846153846,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,1.5,3,0.358974358974359,4,34,Offline But Online Still Fine,0,Reject,0
13791,1968,47,36-55,Graduation,Single,35893.0,Low,1,1,2,2012-10-15,2012-10-01,80,1,158,151-500,0,0-15,23,0-50,0,0-30,0,0-30,18,0-30,199,2,6,5-10,3,3-6,1,0-2,5,4-8,8,4-8,4,11,15,3,132,Hibernating,13.266666666666667,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.5,2,0.1375,3,23,Offline Recommended But Online Still Fine,0,Reject,0
12239,1973,42,36-55,PhD,Single,48432.0,Low,0,1,1,2012-10-18,2012-10-01,3,5,322,151-500,3,0-15,50,0-50,4,0-30,3,0-30,42,31-80,424,2,5,5-10,7,7-15,1,0-2,6,4-8,8,4-8,8,11,19,4,542,Potential Loyalist,22.31578947368421,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,1.0,3,3.6666666666666665,5,35,Offline But Online Still Fine,0,Reject,0
12527,1977,38,36-55,Graduation,Partner,75330.0,Highest,1,1,2,2012-10-04,2012-10-01,94,1,555,501-1250,81,51-100,257,251-600,93,81-150,61,61-100,61,31-80,1108,4,4,2-4,10,7-15,3,3-6,12,9-15,6,4-8,13,16,29,5,154,Can't lose them,38.206896551724135,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,2.1666666666666665,4,0.1702127659574468,3,43,Online But Offline Still Fine,0,Reject,0
11056,1974,41,36-55,Graduation,Partner,72099.0,Highest,0,0,0,2012-10-27,2012-10-01,18,4,546,501-1250,81,51-100,410,251-600,119,81-150,0,0-30,22,0-30,1178,4,1,0-1,3,3-6,4,3-6,10,9-15,1,0-3,7,11,18,4,444,Loyal Customer,65.44444444444444,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,7.0,5,0.6111111111111112,5,55,Both Care,0,Reject,0
