id,yearbirth,age,categorical_age,education,maritalstatus,income,categorical_income,kidhome,teenhome,totalchild,dtcustomer,recency,mntwines,mntwines_category,mntfruits,mntfruits_category,mntmeatproducts,mntmeatproducts_category,mntfishproducts,mntfishproducts_category,mntsweetproducts,mntsweetproducts_category,mntgoldproducts,mntgoldproducts_category,mnttotal,numdealspurchases,numdealspurchases_category,numwebpurchases,numwebpurchases_category,numcatalogpurchases,numcatalogpurchases_category,numstorepurchases,numstorepurchases_category,numwebvisitsmonth,numwebvisitsmonth_category,totalpurchases,acceptedcmp1,acceptedcmp1_category,acceptedcmp2,acceptedcmp2_category,acceptedcmp3,acceptedcmp3_category,acceptedcmp4,acceptedcmp4_category,acceptedcmp5,acceptedcmp5_category,complain,response,response_category,totalacceptedcmp
12713,1971,44,36-55,Master,Single,36230.0,Low,1,0,1,2013-10-17,17,14,0-150,2,0-15,30,0-50,8,0-30,2,0-30,3,0-30,59,1,0-1,2,0-2,0,0-2,4,4-8,5,4-8,7,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13635,1980,35,0-35,Master,Partner,70829.0,Highest,1,1,2,2013-12-01,87,141,0-150,70,51-100,106,51-250,72,31-80,19,0-30,23,0-30,431,2,2-4,4,3-6,2,0-2,8,4-8,3,0-3,16,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13755,1976,39,36-55,Graduation,Partner,65991.0,High,0,1,1,2012-09-07,21,507,501-1250,19,16-50,364,251-600,25,0-30,47,31-60,9,0-30,971,3,2-4,9,7-15,5,3-6,10,9-15,7,4-8,27,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13015,1972,43,36-55,Graduation,Partner,38988.0,Low,1,2,3,2012-08-20,90,164,151-500,24,16-50,103,51-250,12,0-30,3,0-30,42,31-80,348,6,5-10,5,3-6,1,0-2,6,4-8,8,4-8,18,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12892,1966,49,36-55,Master,Single,89572.0,Highest,0,0,0,2012-09-15,44,606,501-1250,24,16-50,555,251-600,120,81-150,81,61-100,64,31-80,1450,1,0-1,7,7-15,7,7-12,9,9-15,4,4-8,24,1,Accept,0,Accept more than once,0,Accept more than once,1,Accept more than once,0,Accept more than once,0,1,Accept more than once,3
13793,1984,31,0-35,Master,Partner,42207.0,Low,1,0,1,2013-04-01,71,116,0-150,11,0-15,72,51-250,3,0-30,17,0-30,46,31-80,265,4,2-4,4,3-6,1,0-2,5,4-8,6,4-8,14,0,Reject,0,Reject,1,Accept,0,Accept more than once,0,Accept more than once,0,1,Accept more than once,2
12436,1952,63,56-90,Graduation,Partner,50300.0,Low,0,1,1,2014-05-25,52,143,0-150,15,0-15,60,51-250,24,0-30,23,0-30,5,0-30,270,2,2-4,2,0-2,1,0-2,8,4-8,2,0-3,13,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
10648,1982,33,0-35,Master,Partner,66664.0,High,0,0,0,2012-09-25,78,398,151-500,81,51-100,447,251-600,120,81-150,81,61-100,32,31-80,1159,1,0-1,5,3-6,7,7-12,6,4-8,3,0-3,19,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12853,1964,51,36-55,Graduation,Partner,60597.0,High,0,1,1,2014-01-01,2,522,501-1250,0,0-15,257,251-600,32,31-80,16,0-30,66,31-80,893,4,2-4,2,0-2,2,0-2,8,4-8,7,4-8,16,1,Accept,0,Accept more than once,0,Accept more than once,0,Accept more than once,0,Accept more than once,0,1,Accept more than once,2
13100,1949,66,56-90,Graduation,Single,70165.0,Highest,0,0,0,2013-09-22,60,161,151-500,0,0-15,253,251-600,120,81-150,81,61-100,122,81-150,737,1,0-1,3,3-6,7,7-12,11,9-15,1,0-3,22,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12213,1958,57,56-90,PhD,Single,50520.0,Low,0,1,1,2014-01-28,25,112,0-150,0,0-15,6,0-50,2,0-30,1,0-30,14,0-30,135,2,2-4,3,3-6,1,0-2,3,0-3,6,4-8,9,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13093,1975,40,36-55,Graduation,Partner,33183.0,Lowest,1,0,1,2014-02-24,46,7,0-150,5,0-15,39,0-50,17,0-30,15,0-30,37,31-80,120,2,2-4,4,3-6,0,0-2,3,0-3,7,4-8,9,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12678,1969,46,36-55,PhD,Single,66582.0,High,0,0,0,2014-03-03,83,789,501-1250,25,16-50,420,251-600,16,0-30,38,31-60,0,0-30,1288,1,0-1,2,0-2,8,7-12,9,9-15,1,0-3,20,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13622,1955,60,56-90,PhD,Partner,75261.0,Highest,0,0,0,2013-04-23,17,1224,501-1250,17,16-50,413,251-600,23,0-30,34,31-60,17,0-30,1728,1,0-1,5,3-6,6,3-6,5,4-8,2,0-3,17,0,Reject,0,Reject,0,Reject,1,Accept,1,Accept more than once,0,1,Accept more than once,3
13325,1970,45,36-55,Graduation,Single,31880.0,Lowest,1,0,1,2012-10-31,13,4,0-150,1,0-15,5,0-50,2,0-30,0,0-30,3,0-30,15,1,0-1,1,0-2,0,0-2,2,0-3,8,4-8,4,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13457,1951,64,56-90,Graduation,Partner,53790.0,High,0,2,2,2014-03-06,86,335,151-500,42,16-50,127,51-250,28,0-30,5,0-30,5,0-30,542,3,2-4,7,7-15,2,0-2,8,4-8,6,4-8,20,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13029,1971,44,36-55,PhD,Partner,49269.0,Low,1,0,1,2012-08-15,92,639,501-1250,8,0-15,166,51-250,11,0-30,8,0-30,58,31-80,890,3,2-4,7,7-15,3,3-6,12,9-15,7,4-8,25,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12971,1975,40,36-55,Graduation,Partner,61456.0,High,0,1,1,2013-03-27,47,563,501-1250,76,51-100,384,251-600,84,81-150,81,61-100,89,81-150,1277,4,2-4,6,3-6,10,7-12,13,9-15,4,4-8,33,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13553,1980,35,0-35,Graduation,Partner,37406.0,Low,1,0,1,2013-10-10,18,2,0-150,0,0-15,8,0-50,2,0-30,2,0-30,3,0-30,17,1,0-1,1,0-2,0,0-2,2,0-3,8,4-8,4,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,1,Accept,1
12312,1981,34,0-35,PhD,Partner,56937.0,High,1,0,1,2012-08-04,81,746,501-1250,8,0-15,125,51-250,11,0-30,8,0-30,8,0-30,906,6,5-10,8,7-15,6,3-6,9,9-15,6,4-8,29,0,Reject,0,Reject,0,Reject,1,Accept,0,Accept more than once,0,1,Accept more than once,2
12766,1978,37,36-55,Graduation,Partner,38415.0,Low,1,1,2,2013-01-02,91,22,0-150,1,0-15,13,0-50,4,0-30,0,0-30,4,0-30,44,2,2-4,1,0-2,0,0-2,3,0-3,7,4-8,6,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13671,1988,27,0-35,Graduation,Single,20518.0,Lowest,1,0,1,2014-05-18,58,4,0-150,1,0-15,6,0-50,4,0-30,1,0-30,9,0-30,25,1,0-1,1,0-2,1,0-2,2,0-3,5,4-8,5,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13583,1956,59,56-90,Graduation,Partner,62503.0,High,0,1,1,2013-02-18,40,478,151-500,0,0-15,193,51-250,110,81-150,75,61-100,117,81-150,973,4,2-4,8,7-15,3,3-6,11,9-15,5,4-8,26,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13178,1972,43,36-55,PhD,Single,41644.0,Low,1,1,2,2014-05-09,67,20,0-150,3,0-15,4,0-50,2,0-30,0,0-30,2,0-30,31,2,2-4,1,0-2,0,0-2,3,0-3,3,0-3,6,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12837,1977,38,36-55,Master,Partner,55842.0,High,0,1,1,2014-05-23,19,451,151-500,0,0-15,39,0-50,0,0-30,4,0-30,24,0-30,518,1,0-1,7,7-15,1,0-2,8,4-8,5,4-8,17,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13839,1972,43,36-55,PhD,Partner,62010.0,High,0,1,1,2012-10-23,93,371,151-500,22,16-50,39,0-50,6,0-30,0,0-30,92,81-150,530,4,2-4,6,3-6,2,0-2,7,4-8,5,4-8,19,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
10581,1977,38,36-55,Graduation,Partner,41124.0,Low,1,0,1,2012-10-31,41,281,151-500,7,0-15,84,51-250,15,0-30,0,0-30,119,81-150,506,6,5-10,7,7-15,3,3-6,4,4-8,8,4-8,20,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12096,1973,42,36-55,Master,Partner,38961.0,Low,1,0,1,2013-12-30,60,19,0-150,7,0-15,19,0-50,0,0-30,1,0-30,24,0-30,70,1,0-1,2,0-2,1,0-2,2,0-3,7,4-8,6,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12010,1972,43,36-55,Master,Single,37760.0,Low,1,0,1,2013-08-11,54,26,0-150,3,0-15,13,0-50,2,0-30,10,0-30,0,0-30,54,1,0-1,2,0-2,0,0-2,3,0-3,6,4-8,6,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13540,1974,41,36-55,Graduation,Single,32233.0,Lowest,1,0,1,2012-08-19,26,138,0-150,15,0-15,35,0-50,25,0-30,11,0-30,72,31-80,296,2,2-4,6,3-6,2,0-2,2,0-3,9,9-15,12,0,Reject,0,Reject,1,Accept,0,Accept more than once,0,Accept more than once,0,1,Accept more than once,2
12891,1975,40,36-55,Graduation,Partner,43057.0,Low,0,1,1,2013-10-30,30,213,151-500,2,0-15,44,0-50,0,0-30,2,0-30,5,0-30,266,4,2-4,4,3-6,2,0-2,5,4-8,5,4-8,15,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13778,1960,55,36-55,Master,Partner,83151.0,Highest,0,0,0,2012-10-10,93,407,151-500,28,16-50,100,51-250,120,81-150,74,61-100,18,0-30,747,1,0-1,5,3-6,9,7-12,4,4-8,3,0-3,19,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12387,1964,51,36-55,PhD,Single,78825.0,Highest,0,0,0,2012-09-14,35,483,151-500,74,51-100,114,51-250,120,81-150,37,31-60,18,0-30,846,1,0-1,5,3-6,10,7-12,13,9-15,3,0-3,29,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,1,Accept,1
12653,1976,39,36-55,Master,Partner,65104.0,High,0,1,1,2013-11-14,4,738,501-1250,0,0-15,232,51-250,13,0-30,20,0-30,50,31-80,1053,2,2-4,3,3-6,5,3-6,7,4-8,7,4-8,17,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13551,1974,41,36-55,Graduation,Partner,60093.0,High,0,1,1,2013-06-26,92,502,501-1250,12,0-15,109,51-250,16,0-30,6,0-30,90,81-150,735,2,2-4,7,7-15,2,0-2,10,9-15,6,4-8,21,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12569,1969,46,36-55,Graduation,Partner,14045.0,Lowest,1,0,1,2014-01-26,24,11,0-150,0,0-15,5,0-50,2,0-30,1,0-30,1,0-30,20,1,0-1,1,0-2,0,0-2,3,0-3,7,4-8,5,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13365,1952,63,56-90,Master,Single,28457.0,Lowest,0,0,0,2012-10-28,96,24,0-150,1,0-15,108,51-250,29,0-30,29,0-30,14,0-30,205,1,0-1,4,3-6,1,0-2,4,4-8,8,4-8,10,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13244,1958,57,56-90,PhD,Partner,78952.0,Highest,0,1,1,2012-09-24,11,1170,501-1250,19,16-50,555,251-600,99,81-150,76,61-100,126,81-150,2045,2,2-4,2,0-2,5,3-6,12,9-15,6,4-8,21,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13582,1976,39,36-55,Graduation,Single,46310.0,Low,1,0,1,2012-12-03,99,185,151-500,2,0-15,88,51-250,15,0-30,5,0-30,14,0-30,309,2,2-4,6,3-6,1,0-2,5,4-8,8,4-8,14,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
10965,1955,60,56-90,Graduation,Partner,76005.0,Highest,0,0,0,2013-02-22,72,983,501-1250,20,16-50,389,251-600,120,81-150,50,31-60,40,31-80,1602,1,0-1,3,3-6,5,3-6,13,9-15,6,4-8,22,1,Accept,0,Accept more than once,0,Accept more than once,0,Accept more than once,0,Accept more than once,0,0,Accept more than once,1
13542,1964,51,36-55,Master,Single,58308.0,High,0,1,1,2013-01-12,77,691,501-1250,0,0-15,69,51-250,10,0-30,0,0-30,126,81-150,896,4,2-4,2,0-2,6,3-6,3,0-3,8,4-8,15,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13624,1944,71,56-90,PhD,Single,55614.0,High,0,0,0,2013-11-27,85,504,501-1250,13,0-15,131,51-250,8,0-30,0,0-30,26,0-30,682,1,0-1,9,7-15,4,3-6,6,4-8,7,4-8,20,0,Reject,0,Reject,0,Reject,1,Accept,0,Accept more than once,0,0,Accept more than once,1
13307,1962,53,36-55,Master,Single,59432.0,High,0,1,1,2013-04-13,88,317,151-500,25,16-50,265,251-600,25,0-30,19,0-30,12,0-30,663,3,2-4,5,3-6,3,3-6,11,9-15,5,4-8,22,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12081,1978,37,36-55,Graduation,Single,55563.0,High,0,1,1,2014-04-05,22,29,0-150,1,0-15,9,0-50,2,0-30,0,0-30,2,0-30,43,1,0-1,2,0-2,0,0-2,3,0-3,3,0-3,6,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
11088,1971,44,36-55,PhD,Partner,78642.0,Highest,0,1,1,2013-04-21,83,1224,501-1250,0,0-15,322,251-600,46,31-80,35,31-60,17,0-30,1644,1,0-1,4,3-6,9,7-12,4,4-8,6,4-8,18,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13150,1949,66,56-90,PhD,Partner,67911.0,Highest,0,1,1,2014-05-22,63,529,501-1250,0,0-15,356,251-600,63,31-80,28,0-30,0,0-30,976,3,2-4,6,3-6,7,7-12,11,9-15,3,0-3,27,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12151,1944,71,56-90,Graduation,Partner,65275.0,High,0,0,0,2013-04-03,9,388,151-500,14,0-15,218,51-250,91,81-150,14,0-30,21,0-30,746,1,0-1,4,3-6,3,3-6,13,9-15,2,0-3,21,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13348,1950,65,56-90,Graduation,Partner,27203.0,Lowest,1,1,2,2012-08-06,92,13,0-150,2,0-15,21,0-50,4,0-30,0,0-30,24,0-30,64,2,2-4,1,0-2,1,0-2,2,0-3,8,4-8,6,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
10623,1961,54,36-55,Master,Partner,48330.0,Low,0,1,1,2013-11-15,2,28,0-150,0,0-15,4,0-50,0,0-30,0,0-30,0,0-30,32,1,0-1,1,0-2,0,0-2,3,0-3,5,4-8,5,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13768,1990,25,0-35,Basic,Partner,24279.0,Lowest,0,0,0,2012-12-29,6,16,0-150,36,16-50,21,0-50,20,0-30,62,61-100,108,81-150,263,1,0-1,4,3-6,1,0-2,3,0-3,8,4-8,9,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12598,1985,30,0-35,PhD,Partner,64355.0,High,1,0,1,2012-08-24,66,1047,501-1250,0,0-15,140,51-250,67,31-80,38,31-60,126,81-150,1418,2,2-4,4,3-6,3,3-6,12,9-15,8,4-8,21,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13906,1953,62,56-90,Graduation,Single,53653.0,High,0,0,0,2012-11-07,29,815,501-1250,10,0-15,239,51-250,28,0-30,10,0-30,108,81-150,1210,2,2-4,10,7-15,4,3-6,12,9-15,6,4-8,28,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
10584,1976,39,36-55,Graduation,Partner,65665.0,High,0,1,1,2013-12-02,77,225,151-500,81,51-100,387,251-600,106,81-150,36,31-60,29,0-30,864,1,0-1,5,3-6,10,7-12,8,4-8,3,0-3,24,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12707,1989,26,0-35,Graduation,Single,81217.0,Highest,0,0,0,2013-07-19,77,493,151-500,70,51-100,324,251-600,120,81-150,40,31-60,84,81-150,1131,1,0-1,3,3-6,7,7-12,11,9-15,1,0-3,22,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13425,1992,23,0-35,Graduation,Partner,34935.0,Lowest,0,0,0,2013-06-21,71,34,0-150,4,0-15,66,51-250,3,0-30,10,0-30,20,0-30,137,1,0-1,2,0-2,1,0-2,4,4-8,7,4-8,8,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12682,1959,56,56-90,Graduation,Single,61250.0,High,0,1,1,2012-12-16,49,382,151-500,81,51-100,65,51-250,60,31-80,26,0-30,59,31-80,673,6,5-10,5,3-6,2,0-2,12,9-15,5,4-8,25,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13396,1981,34,0-35,PhD,Partner,39665.0,Low,1,0,1,2013-05-25,97,127,0-150,1,0-15,56,51-250,0,0-30,1,0-30,31,31-80,216,3,2-4,4,3-6,2,0-2,3,0-3,7,4-8,12,0,Reject,0,Reject,1,Accept,0,Accept more than once,0,Accept more than once,0,0,Accept more than once,1
12997,1979,36,36-55,Graduation,Single,60152.0,High,0,1,1,2013-03-28,6,325,151-500,81,51-100,300,251-600,86,81-150,58,31-60,91,81-150,941,1,0-1,6,3-6,4,3-6,12,9-15,3,0-3,23,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12403,1964,51,36-55,Graduation,Partner,48920.0,Low,0,2,2,2013-10-20,93,238,151-500,17,16-50,68,51-250,8,0-30,10,0-30,6,0-30,347,3,2-4,6,3-6,2,0-2,5,4-8,7,4-8,16,0,Reject,0,Reject,0,Reject,1,Accept,0,Accept more than once,0,0,Accept more than once,1
13451,1959,56,56-90,Master,Partner,89120.0,Highest,0,0,0,2014-03-17,78,1168,501-1250,81,51-100,408,251-600,72,31-80,81,61-100,55,31-80,1865,1,0-1,5,3-6,6,3-6,7,4-8,1,0-3,19,0,Reject,0,Reject,0,Reject,0,Reject,1,Accept,0,0,Accept more than once,1
12886,1946,69,56-90,PhD,Partner,44124.0,Low,0,1,1,2013-05-11,62,284,151-500,0,0-15,55,51-250,0,0-30,6,0-30,52,31-80,397,4,2-4,6,3-6,2,0-2,5,4-8,8,4-8,17,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12269,1975,40,36-55,Master,Single,81169.0,Highest,0,0,0,2013-04-14,47,1224,501-1250,20,16-50,555,251-600,80,31-80,61,61-100,27,0-30,1967,1,0-1,5,3-6,7,7-12,9,9-15,2,0-3,22,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
11025,1961,54,36-55,Graduation,Partner,36443.0,Low,1,1,2,2013-02-03,9,65,0-150,0,0-15,46,0-50,4,0-30,3,0-30,20,0-30,138,4,2-4,3,3-6,1,0-2,3,0-3,8,4-8,11,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
10203,1990,25,0-35,Graduation,Single,26095.0,Lowest,1,0,1,2013-06-30,77,11,0-150,7,0-15,9,0-50,3,0-30,1,0-30,11,0-30,42,1,0-1,1,0-2,0,0-2,3,0-3,7,4-8,5,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13714,1959,56,56-90,Graduation,Partner,71367.0,Highest,0,0,0,2013-08-23,24,227,151-500,23,16-50,389,251-600,42,31-80,21,0-30,75,31-80,777,1,0-1,4,3-6,5,3-6,7,4-8,2,0-3,17,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12136,1944,71,56-90,Master,Partner,80184.0,Highest,0,0,0,2014-03-01,19,1035,501-1250,81,51-100,555,251-600,25,0-30,38,31-60,0,0-30,1734,1,0-1,6,3-6,3,3-6,10,9-15,3,0-3,20,1,Accept,0,Accept more than once,0,Accept more than once,0,Accept more than once,1,Accept more than once,0,0,Accept more than once,2
13808,1965,50,36-55,Graduation,Single,30630.0,Lowest,1,1,2,2014-01-27,67,27,0-150,1,0-15,12,0-50,2,0-30,0,0-30,10,0-30,52,2,2-4,2,0-2,0,0-2,3,0-3,7,4-8,7,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12346,1987,28,0-35,Master,Single,73454.0,Highest,0,0,0,2014-03-01,95,982,501-1250,73,51-100,351,251-600,56,31-80,14,0-30,126,81-150,1602,1,0-1,2,0-2,4,3-6,6,4-8,5,4-8,13,0,Reject,0,Reject,1,Accept,0,Accept more than once,0,Accept more than once,0,0,Accept more than once,1
13291,1991,24,0-35,Graduation,Partner,42691.0,Low,0,0,0,2013-08-16,48,179,151-500,2,0-15,64,51-250,38,31-80,17,0-30,58,31-80,358,1,0-1,5,3-6,1,0-2,6,4-8,5,4-8,13,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13453,1953,62,56-90,Graduation,Partner,70503.0,Highest,0,0,0,2012-09-30,73,1224,501-1250,33,16-50,216,51-250,0,0-30,33,31-60,66,31-80,1572,1,0-1,2,0-2,4,3-6,9,9-15,6,4-8,16,0,Reject,0,Reject,0,Reject,1,Accept,1,Accept more than once,0,0,Accept more than once,2
12545,1987,28,0-35,Graduation,Partner,25545.0,Lowest,1,0,1,2012-09-08,35,32,0-150,1,0-15,64,51-250,16,0-30,12,0-30,85,81-150,210,3,2-4,2,0-2,2,0-2,3,0-3,6,4-8,10,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,1,Accept,1
12776,1986,29,0-35,Graduation,Partner,32880.0,Lowest,1,0,1,2012-12-04,76,8,0-150,4,0-15,15,0-50,7,0-30,6,0-30,2,0-30,42,1,0-1,1,0-2,0,0-2,3,0-3,8,4-8,5,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13866,1958,57,56-90,PhD,Partner,77863.0,Highest,0,0,0,2013-11-27,20,881,501-1250,38,16-50,319,251-600,16,0-30,25,0-30,12,0-30,1291,1,0-1,4,3-6,5,3-6,10,9-15,2,0-3,20,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13534,1977,38,36-55,Master,Partner,50353.0,Low,0,0,0,2014-06-08,72,141,0-150,15,0-15,153,51-250,67,31-80,31,31-60,35,31-80,442,1,0-1,4,3-6,4,3-6,6,4-8,3,0-3,15,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13194,1964,51,36-55,Graduation,Single,61839.0,High,0,0,0,2012-08-12,20,1000,501-1250,81,51-100,379,251-600,120,81-150,17,0-30,120,81-150,1717,1,0-1,4,3-6,8,7-12,4,4-8,8,4-8,17,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12172,1960,55,36-55,PhD,Partner,49154.0,Low,1,1,2,2013-11-03,69,206,151-500,10,0-15,67,51-250,30,0-30,27,0-30,71,31-80,411,6,5-10,4,3-6,1,0-2,8,4-8,6,4-8,19,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13602,1975,40,36-55,Master,Single,47682.0,Low,0,1,1,2013-02-15,80,162,151-500,61,51-100,83,51-250,97,81-150,57,31-60,61,31-80,521,4,2-4,4,3-6,3,3-6,8,4-8,5,4-8,19,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13965,1969,46,36-55,Graduation,Single,72679.0,Highest,0,1,1,2013-09-18,65,619,501-1250,54,51-100,260,251-600,120,81-150,54,31-60,54,31-80,1161,1,0-1,4,3-6,7,7-12,5,4-8,1,0-3,17,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12523,1977,38,36-55,Master,Partner,57954.0,High,1,1,2,2014-06-18,52,456,151-500,4,0-15,24,0-50,0,0-30,0,0-30,9,0-30,493,6,5-10,8,7-15,2,0-2,6,4-8,7,4-8,22,0,Reject,0,Reject,0,Reject,1,Accept,0,Accept more than once,0,0,Accept more than once,1
13616,1962,53,36-55,Graduation,Partner,65316.0,High,1,1,2,2013-04-24,65,112,0-150,6,0-15,92,51-250,3,0-30,9,0-30,38,31-80,260,2,2-4,3,3-6,2,0-2,5,4-8,4,4-8,12,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13416,1982,33,0-35,Graduation,Single,28567.0,Lowest,1,0,1,2013-06-17,57,11,0-150,3,0-15,22,0-50,2,0-30,2,0-30,6,0-30,46,2,2-4,2,0-2,0,0-2,3,0-3,6,4-8,7,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
10741,1951,64,56-90,Master,Partner,47352.0,Low,0,1,1,2013-04-11,70,172,151-500,12,0-15,112,51-250,8,0-30,0,0-30,15,0-30,319,4,2-4,6,3-6,1,0-2,5,4-8,7,4-8,16,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12595,1967,48,36-55,Graduation,Partner,44931.0,Low,0,1,1,2014-01-18,0,78,0-150,0,0-15,11,0-50,0,0-30,0,0-30,7,0-30,96,1,0-1,2,0-2,1,0-2,3,0-3,5,4-8,7,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13070,1967,48,36-55,Graduation,Single,76982.0,Highest,0,0,0,2014-02-15,19,464,151-500,81,51-100,292,251-600,65,31-80,60,31-60,30,0-30,992,1,0-1,8,7-15,3,3-6,4,4-8,4,4-8,16,0,Reject,0,Reject,0,Reject,0,Reject,1,Accept,0,1,Accept more than once,2
11096,1952,63,56-90,Master,Partner,57247.0,High,0,1,1,2013-08-08,50,99,0-150,4,0-15,32,0-50,37,31-80,54,31-60,6,0-30,232,2,2-4,2,0-2,1,0-2,7,4-8,2,0-3,12,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
13017,1981,34,0-35,Master,Single,22944.0,Lowest,1,0,1,2013-12-23,67,19,0-150,3,0-15,19,0-50,4,0-30,5,0-30,26,0-30,76,3,2-4,3,3-6,0,0-2,3,0-3,7,4-8,9,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
12142,1977,38,36-55,Master,Partner,25315.0,Lowest,1,0,1,2013-11-07,46,1,0-150,9,0-15,8,0-50,11,0-30,3,0-30,22,0-30,54,3,2-4,3,3-6,0,0-2,3,0-3,8,4-8,9,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0,Reject,0
